identifier1,identifier2,lemma,grouping_x,grouping_y,context_x,context_y,judgment
fic_1977_782019.txt-3249-6,fic_1995_53086.txt-1410-18,multitude_nn,2,2,"The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.","The black lake of churning smoke was its deepest straight above me, and those first drops became multitudes, fat and forceful.",2.0
mag_1832_564297.txt-67-38,fic_1977_782019.txt-3249-6,multitude_nn,1,2,"In less than half an hour he heard, at the distance of a mile or more from the camp, a most dismal funereal howl of hundreds of human voices, which was responded by an innumerable multitude stationed in the reverberating forest.","The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",4.0
mag_1845_565440.txt-510-2,fic_1977_782019.txt-3249-6,multitude_nn,1,2,"There are multitudes, who have been coi * flrmed, and are communicants, and not a few who are, or have been, in holy orders, even among bishops; but who are not members of","The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",4.0
news_1993_613422.txt-1-27,fic_1977_782019.txt-3249-6,multitude_nn,2,2,Three former associates of Mrs. Fowler paint a picture of her that is in sharp contrast to the image of the pious visionary who speaks to the multitudes from the farmhouse porch.,"The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",4.0
nf_1836_747959.txt-2285-4,fic_1977_782019.txt-3249-6,multitude_nn,1,2,Medicine nas deduced a multitude of errors from those apparent analogies of the vegetable and animal kingdoms.,"The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",4.0
fic_1977_782019.txt-3249-6,nf_1848_754767.txt-1170-3,multitude_nn,2,1,"The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.","To follow the multitude of defeated soldiers would be to share the certain capture and death which awaited them, and they were themselves all strangers to the country.",1.0
nf_1980_773926.txt-341-17,fic_1977_782019.txt-3249-6,multitude_nn,2,2,There was great beauty in the doorways of the west portals of the cathedrals and among the multitudes of angels which beautified the arches.,"The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",1.0
nf_1999_773781.txt-301-70,fic_1977_782019.txt-3249-6,multitude_nn,2,2,"Locke did not propose to make the people into the governing authority, nor to raise the people to the level of coequal with the monarch; rather, he was concerned with providing a criterion, namely collective community consent, by which to gauge the right of a political authority to rule, while at the same time providing guarantees against "" the credulous superstition of the giddy multitude. ""","The Pharisees would not risk the multitude's anger, especially when it was close to Passover time.",4.0
fic_1982_780069.txt-390-2,fic_1978_10636.txt-7924-6,stab_nn,2,2,"Ignoring the stab of pain where his penis should have been, he groped for what to do and found a program of action emerging in his mind.","As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",3.0
fic_1978_10636.txt-7924-6,fic_1984_14568.txt-1957-9,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",p. 81 SAL HENRY (Feeling this as a stab at her lack of education.),4.0
fic_1978_10636.txt-7924-6,fic_1988_10767.txt-1040-10,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.","Talia held one hand to her temple, feeling pain stab through her head.",3.0
fic_1978_10636.txt-7924-6,fic_1992_16256.txt-350-4,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",I'd take a stab in the dark he ain't Society League.,2.0
fic_1994_54106.txt-72-58,fic_1978_10636.txt-7924-6,stab_nn,2,2,"He could only know what he saw in the beam from the light, and what he saw as he descended the first of the ladders was a world at odds with gravity: the whole of it was bent to port, and for a moment as he stood on the first deck he'd felt a stab of vertigo, felt as if he were about to fall down for the way the doors, all dogged down tight, were tilted to the left, the starboard walls too near as he stood, the port walls too far away, his whole body leaned to starboard, one foot higher on the floor than the other.","As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",2.0
fic_1978_10636.txt-7924-6,fic_1998_43328.txt-847-3,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",First came a stabbing flash of light.,2.0
mag_1853_566334.txt-489-85,fic_1978_10636.txt-7924-6,stab_nn,1,2,"Mr. Webster had now recovered his composure, and fixing his keen eye on the Chief Justice, said, in that deep tone with which he sometimes thrilled the heart of an audience "" Sir, I know not how others may feel, ' (glancing at the opponents of the College before him,) but, for myself, when I see my alma mater surrounded, like C * esar in the senate house, by those who are reiterating stab upon stab, I would not, for this right hand, have her turn to me, and say, Et tu quo que mi flu!","As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",4.0
mag_1961_246013.txt-16-13,fic_1978_10636.txt-7924-6,stab_nn,2,2,"But as Houphouet-Boigny planned, the conference was primarily an initial, amiable stab at getting acquainted.","As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",1.0
fic_1978_10636.txt-7924-6,mag_1972_479300.txt-429-13,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",(San Quentin's surgeons are probably the world's foremost experts on stab wounds.,2.0
fic_1978_10636.txt-7924-6,news_1976_732601.txt-0-20,stab_nn,2,2,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.","@@732601 txt In a daring move of deception and trickery, Israeli commandos aboard three jets made a 4,800-mile round-trip stab into the heart of Africa early Sunday and rescued more than 100 hostages held in Uganda by pro-Palestinian air hijackers.",1.0
nf_1987_774097.txt-1384-38,fic_1978_10636.txt-7924-6,stab_nn,2,2,"Two crimes supervised by Cesare that his ethically numb father could not forgive were the murder (by stabbing and drowning) of his brother, Alexander's eldest son, the Duke of Gandia, and the stabbing of Perotto, the pope's personal minion.","As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front.",3.0
fic_2002_30145.txt-17-5,fic_1978_10636.txt-8174-3,head_nn,2,2,"She considered giving Whinney her head; her horse was more accustomed to large groups of strangers now, and was not usually high-strung, but she seemed nervous, too.","She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",4.0
fic_2004_31146.txt-68-18,fic_1978_10636.txt-8174-3,head_nn,2,2,"It looked like the goose was answering him, shaking its head no, but by shaking its head at all it was actually answering yes "" Used to be something else out there, "" Sandy said. ""","She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",4.0
fic_2009_36736.txt-88-4,fic_1978_10636.txt-8174-3,head_nn,2,2,The voice in his head was abruptly silenced.,"She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",3.0
mag_1843_565265.txt-376-20,fic_1978_10636.txt-8174-3,head_nn,1,2,"I taxed myself not so much with error as with ignorance, and my heart answered them better than my head.","She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",4.0
mag_1991_422597.txt-491-16,fic_1978_10636.txt-8174-3,head_nn,2,2,"As Morris's dancers fly through the first segment of L'Allegro, the child shakes her head, whispers to her father something that translates roughly: These women like too much the Big Macs. '","She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",4.0
fic_1978_10636.txt-8174-3,mag_1998_69124.txt-151-3,head_nn,2,2,"She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.","David put his head in the sand, but we finally had some talks.",2.0
fic_1978_10636.txt-8174-3,nf_1837_757476.txt-3999-18,head_nn,2,1,"She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",") to keep in the steam, and boil it slowly till it is so soft that the head of a pin will pierce it.",2.0
nf_1851_771607.txt-1191-25,fic_1978_10636.txt-8174-3,head_nn,1,2,"But the eatables were removed, silence restored, and three enormous flagons, apparently of pure gold, placed on the table near its head.","She lay her head beside my arm, her jaw ajar, and with a gray tongue licked the sweat from my pores.",2.0
fic_1978_10643.txt-582-15,fic_1986_782032.txt-2692-37,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","The captain thought of the battles he had studied at the naval academy early in World War II, when the Japanese fleet had had air superiority, or when the Germans had used long-range Condors to circle convoys, radioing their",4.0
fic_1978_10643.txt-582-15,fic_1987_10756.txt-8280-8,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","He's already playing with the idea, circling around it with his fascination with the occult.",2.0
fic_1993_25013.txt-3529-2,fic_1978_10643.txt-582-15,circle_vb,2,2,"I kept circling, stalking him, then stepping up to strike.","The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.",3.0
fic_1978_10643.txt-582-15,fic_1999_32353.txt-195-9,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.",His hands caressed her shrunken breasts and his tongue circled the hardened tips.,3.0
fic_1978_10643.txt-582-15,fic_2003_31434.txt-87-1,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","I circled the date I mailed the letter on the calendar, Tuesday, December 5, and calculated how long I would have to wait for a response.",2.0
fic_1978_10643.txt-582-15,mag_1965_492000.txt-179-10,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.",to peer anxiously out of the plane window as it circled over town to see if the lights were still shining out onto the sidewalk.,4.0
fic_1978_10643.txt-582-15,mag_2004_364661.txt-14-25,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","Its first screening, on a Monday at 8 a.m., got total team news coverage; a dozen or so radio and TV crews circled the U.S. critics to get their early reaction as Miramax Films co-chairman Harvey Weinstein, whose Disney bosses had forbidden him to release the film, paced nearby and chortled, "" They say I've lost my edge?",3.0
fic_1978_10643.txt-582-15,mag_2007_389214.txt-68-21,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","David Geffen or another benevolent mogul would acquire the Times (at press time, sharks including Rupert Murdoch were also circling).",3.0
news_1964_724443.txt-3-76,fic_1978_10643.txt-582-15,circle_vb,2,2,"Depart for South Dakota The couple reportedly had taken off earlier from a private, airstrip on the family estate, which is south of the shopping center in eastern Du Page county, for their home in Rapid City, S. D. The Butlers, who had accompanied them to the airstrip, had returned to their home on 31st street, west of Spring road, in time to see the single engine plane circling the house.","The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.",4.0
fic_1978_10643.txt-582-15,news_1998_653838.txt-0-29,circle_vb,2,2,"The plane dipped and did a slow, graceful tilt to the left as it circled the city and then dropped down, white ceiling to blue ceiling, then to sunlit air with the cement gray runways and scattered green patches that formed the carpet earth.","@@653838 The conference room in the Sheraton New Orleans hotel was quiet, save for the shoo-shoo-shoo deep-breathing sounds coming from the 80 men and women in nametags silently circling the room.",3.0
fic_2002_30145.txt-17-5,fic_1979_10648.txt-3725-3,head_nn,2,2,"She considered giving Whinney her head; her horse was more accustomed to large groups of strangers now, and was not usually high-strung, but she seemed nervous, too.",He tilts his head back and catches rain again,4.0
fic_1979_10648.txt-3725-3,fic_2004_31146.txt-68-18,head_nn,2,2,He tilts his head back and catches rain again,"It looked like the goose was answering him, shaking its head no, but by shaking its head at all it was actually answering yes "" Used to be something else out there, "" Sandy said. """,4.0
fic_2006_27486.txt-9-3,fic_1979_10648.txt-3725-3,head_nn,2,2,"He carried his head high and erect because he knew he had a good profile, and he carried his mouth like a switch knife",He tilts his head back and catches rain again,4.0
fic_1979_10648.txt-3725-3,fic_2007_33734.txt-118-25,head_nn,2,2,He tilts his head back and catches rain again,"Eduard was brilliant: He had a master's degree in comparative literature, spoke five languages fluently, and could do calculus in his head.",4.0
fic_1979_10648.txt-3725-3,fic_2009_36736.txt-88-4,head_nn,2,2,He tilts his head back and catches rain again,The voice in his head was abruptly silenced.,4.0
fic_1979_10648.txt-3725-3,mag_1852_555761.txt-215-6,head_nn,2,1,He tilts his head back and catches rain again,"The constitution had placed at the head of the state an executive, formed of three consuls, in one of whom all the power was in reality vested; by the side of this executive was the legislative power, divided into several deliberative assemblies.",2.0
mag_1972_103846.txt-39-7,fic_1979_10648.txt-3725-3,head_nn,2,2,"He is a husky six-footer, his head crowned by a Marxist (Harpo) aureole of curly blond hair that reaches below his collar, his eyes peering around a jib of a nose, his mouth as expressive as a 12-string guitar. """,He tilts his head back and catches rain again,4.0
fic_1979_10648.txt-3725-3,news_1971_729473.txt-40-7,head_nn,2,2,He tilts his head back and catches rain again,"He continues, so far, as head of the 30,000-member Local 229 in Detroit, and as head of the teamsters organization in Michigan.",2.0
news_2004_640262.txt-59-5,fic_1979_10648.txt-3725-3,head_nn,2,2,"Soul shrine From Graceland, head to another Memphis shrine: Stax Records.",He tilts his head back and catches rain again,2.0
nf_1837_755525.txt-2405-6,fic_1979_10648.txt-3725-3,head_nn,1,2,"The President, stationed at the head of this circular apartment, had on his right hand the Secretary of State and the Secretary of the Treasury, on his left the Secretary of War and the Secretary of the Navy, and, ranged on each side the room, were the other gentlemen invited to be present at this interview.",He tilts his head back and catches rain again,2.0
fic_1979_10648.txt-3725-3,nf_1841_747926.txt-2727-8,head_nn,2,1,He tilts his head back and catches rain again,"It grows to a fine, rather broad head, about 30 or 40 feet high, with dense and luxuriant foliage much more massy and finely tufted than that of most other pinnated-leaved trees.",2.0
fic_2004_780504.txt-2130-4,fic_1979_10657.txt-101-3,circle_vb,2,2,"As they start to circle the chopper -- -- CATWOMAN swings around from behind them, hanging from the slowly spinning ROTOR BLADE, she KICKS THEM BOTH from behind and sends them flying head-first to the asphalt.","44 THE MATARESE CIRCLE THE MATARESE CIRCLE 45The sudden snowstorm reached blizzard proportions, the winds gale force, causing eruptions of huge white sprays through the expanse of Red Square.",2.0
mag_1965_492000.txt-179-10,fic_1979_10657.txt-101-3,circle_vb,2,2,to peer anxiously out of the plane window as it circled over town to see if the lights were still shining out onto the sidewalk.,"44 THE MATARESE CIRCLE THE MATARESE CIRCLE 45The sudden snowstorm reached blizzard proportions, the winds gale force, causing eruptions of huge white sprays through the expanse of Red Square.",2.0
fic_1984_14568.txt-1957-9,fic_1979_782021.txt-4635-1,stab_nn,2,2,p. 81 SAL HENRY (Feeling this as a stab at her lack of education.),"a stab of pain in her chest and gasped. """,1.5
fic_1992_16256.txt-350-4,fic_1979_782021.txt-4635-1,stab_nn,2,2,I'd take a stab in the dark he ain't Society League.,"a stab of pain in her chest and gasped. """,1.0
fic_1979_782021.txt-4635-1,fic_1993_53866.txt-264-12,stab_nn,2,2,"a stab of pain in her chest and gasped. ""","Denny brought these thoughts back into his workshop, these repetitious looping stabs at reason, all these variations on history.",2.0
fic_2004_30419.txt-173-6,fic_1979_782021.txt-4635-1,stab_nn,2,2,She shuddered and fear took a stab at her composure.,"a stab of pain in her chest and gasped. """,2.0
mag_1853_566334.txt-489-85,fic_1979_782021.txt-4635-1,stab_nn,1,2,"Mr. Webster had now recovered his composure, and fixing his keen eye on the Chief Justice, said, in that deep tone with which he sometimes thrilled the heart of an audience "" Sir, I know not how others may feel, ' (glancing at the opponents of the College before him,) but, for myself, when I see my alma mater surrounded, like C * esar in the senate house, by those who are reiterating stab upon stab, I would not, for this right hand, have her turn to me, and say, Et tu quo que mi flu!","a stab of pain in her chest and gasped. """,2.0
mag_1960_247808.txt-1-1,fic_1979_782021.txt-4635-1,stab_nn,2,2,"A stab in the back, "" groaned a U.S. airline official. ""","a stab of pain in her chest and gasped. """,1.0
fic_1979_782021.txt-4635-1,mag_1961_246013.txt-16-13,stab_nn,2,2,"a stab of pain in her chest and gasped. ""","But as Houphouet-Boigny planned, the conference was primarily an initial, amiable stab at getting acquainted.",1.0
mag_1972_479300.txt-429-13,fic_1979_782021.txt-4635-1,stab_nn,2,2,(San Quentin's surgeons are probably the world's foremost experts on stab wounds.,"a stab of pain in her chest and gasped. """,3.0
fic_1997_42316.txt-364-12,fic_1980_14207.txt-459-27,attack_nn,2,2,This couldn't be the man who had died of a heart attack at 46.,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",4.0
fic_1980_14207.txt-459-27,mag_1824_553547.txt-271-9,attack_nn,2,1,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.","in th centre of Europe, exposed to an attack on all sides, whether from France, Austria, or the Czar, it has been felt, that nothing but the public spirit of the nation can preserve its existence, and that spirit has been kept up by the gradual abolition of all feudal wrongs, and the general diffusion of intelligence.",1.0
mag_1834_564742.txt-1025-11,fic_1980_14207.txt-459-27,attack_nn,1,2,"It is this notion which has gained attention for the multiplied attacks which have of late been made upon the whole system, as well as given virulence and personal feeling to those attacks themselves.","Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",2.0
mag_1841_554950.txt-246-9,fic_1980_14207.txt-459-27,attack_nn,1,2,"The "" Notices, "" in remarking upon this attack, point out several errors in the arrangement of the troops.","Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",1.0
mag_1975_479686.txt-117-9,fic_1980_14207.txt-459-27,attack_nn,2,2,"In addition, it was flying a few air attacks and moving troops by helicopter against an army that had no planes supporting it","Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",2.0
fic_1980_14207.txt-459-27,mag_1988_480840.txt-40-17,attack_nn,2,2,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.","Although no nation or territory under U.S. protection in the Western Hemisphere is currently in danger of attack by forces outside the region, prudence demands a defense strategy adequate to counter such an attack.",1.0
mag_2002_397767.txt-169-8,fic_1980_14207.txt-459-27,attack_nn,2,2,"In the aftermath of last year's terrorist attacks, it is especially important to convey this message to your child.","Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",2.0
news_1986_670456.txt-77-3,fic_1980_14207.txt-459-27,attack_nn,2,2,"There may be attacks in all of those areas, "" he said.","Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",1.0
fic_1980_14207.txt-459-27,news_2004_640240.txt-65-4,attack_nn,2,2,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.","Church suffered a heart attack in 2001 but has had no health problems since, thanks to a pacemaker and defibrillator.",4.0
fic_1980_14207.txt-459-27,nf_1848_765263.txt-32-21,attack_nn,2,1,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",Origin of the Sac and Fox Indians -- Removal to Green Bay -- Their subjugation of the Illini confederacy -- Their attack upon St. Louis in 1779 -- Col. George Rogers Clark relieves the town -- Governor Harrison's letter -- Maj. Forsyth's account of the conquest of the Illini -- Death of the Sac chief Pontiac -- Sac and Fox village on Rock river -- Description of the,1.5
nf_2003_746289.txt-1-1,fic_1980_14207.txt-459-27,attack_nn,2,2,The attacks spurred Washington to action and offered an opportunity for fresh thinking in foreign policy.,"Best buckin ' horse on the circuit, name of Piss ' N "" Vinegar, took one look at them clowns, had him a heart attack and died.",2.0
fic_1981_10675.txt-1221-19,fic_1981_23957.txt-265-13,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",3.0
fic_1981_10675.txt-1221-19,fic_1985_10738.txt-1354-41,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","I forget the Scripture verses each of them brought forward to defend his position, but I remember the pale faces, the throat-clearing, the anguished looks, as those two voices went back and forth, straining at the bit, giving no ground -- the poisoned courtesy ("" I think my brother is overlooking",1.0
fic_1999_30899.txt-159-21,fic_1981_10675.txt-1221-19,bit_nn,2,2,"In the basket were a gourd rattle, a wooden doll, a stick, two candles, a bone, bits of frayed ribbon and a crucifix.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,3.5
fic_1999_44634.txt-204-9,fic_1981_10675.txt-1221-19,bit_nn,2,2,"In real life he had somehow found a last bit of will to inch on a bit more, crawled out on the surface just above, and staggered home.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,2.0
fic_1981_10675.txt-1221-19,fic_2000_27974.txt-180-9,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,I figured I was allowed to relax a little bit and maybe even start to feel human again.,2.0
fic_1981_10675.txt-1221-19,fic_2000_29915.txt-310-12,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","I'll deal with this, Jude, and give Sinead a bit of a goose for you.",4.0
fic_1981_10675.txt-1221-19,fic_2002_46652.txt-332-18,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","To which Sir Bradwen added, "" I 'm not sure I understood everything you said, the bit about the magic pool especially, but it sounded very bad.",1.5
fic_1981_10675.txt-1221-19,fic_2007_34005.txt-150-3,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","This was a bit of a problem, considering that getting a perfect score on the LSAT seemed easier.",2.0
mag_1847_555508.txt-130-4,fic_1981_10675.txt-1221-19,bit_nn,1,2,"He has usually a bit of land, often not more than a rood, for which he pays an excessive rent, and from which he may obtain nine barrels of potatoes.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,4.0
fic_1981_10675.txt-1221-19,mag_1996_384162.txt-189-6,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. ""","I'll just chop you a bit of wood. """,4.0
news_1996_658455.txt-44-19,fic_1981_10675.txt-1221-19,bit_nn,2,2,"And the extended season - plays average 140 performances during their run - provides chances "" to discover new bits about the play as you go on, especially the Shaw.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,2.0
nf_1837_757476.txt-3891-7,fic_1981_10675.txt-1221-19,bit_nn,1,2,"Disperse among the pieces some very small bits of alum, each about the bigness of a grain of corn, and allowing one bit to every pound of the melon-rind.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,4.0
nf_1841_768644.txt-3254-1,fic_1981_10675.txt-1221-19,bit_nn,1,2,"A bit of straw matting, laid over a featherbed, and covered with the under sheet, makes a very cool bed for an infant.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,4.0
fic_1981_10675.txt-1221-19,nf_1963_774282.txt-1018-13,bit_nn,2,2,"They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,He panned the sands of stream beds to see if there was a bit of the color of gold.,4.0
nf_1989_773911.txt-524-3,fic_1981_10675.txt-1221-19,bit_nn,2,2,", and a bit of salt.","They must return to the land of the mortals and continue to fight for life and food and a bit of earth to be buried in. """,4.0
fic_1981_16144.txt-2608-4,fic_1986_10746.txt-2024-2,circle_vb,2,2,"Plissken limps forward, circling.",They were circling each other now.,4.0
fic_1986_782032.txt-2692-37,fic_1981_16144.txt-2608-4,circle_vb,2,2,"The captain thought of the battles he had studied at the naval academy early in World War II, when the Japanese fleet had had air superiority, or when the Germans had used long-range Condors to circle convoys, radioing their","Plissken limps forward, circling.",3.0
fic_1987_10756.txt-8280-8,fic_1981_16144.txt-2608-4,circle_vb,2,2,"He's already playing with the idea, circling around it with his fascination with the occult.","Plissken limps forward, circling.",2.0
fic_1981_16144.txt-2608-4,fic_1993_25013.txt-3529-2,circle_vb,2,2,"Plissken limps forward, circling.","I kept circling, stalking him, then stepping up to strike.",4.0
fic_1998_43112.txt-279-2,fic_1981_16144.txt-2608-4,circle_vb,2,2,"Dr. Richards circled around and around, but even so, the pressure from behind as more people rushed the top of the hill kept forcing people into the path of the discharge.","Plissken limps forward, circling.",3.0
fic_2003_31434.txt-87-1,fic_1981_16144.txt-2608-4,circle_vb,2,2,"I circled the date I mailed the letter on the calendar, Tuesday, December 5, and calculated how long I would have to wait for a response.","Plissken limps forward, circling.",2.0
fic_2004_780504.txt-2130-4,fic_1981_16144.txt-2608-4,circle_vb,2,2,"As they start to circle the chopper -- -- CATWOMAN swings around from behind them, hanging from the slowly spinning ROTOR BLADE, she KICKS THEM BOTH from behind and sends them flying head-first to the asphalt.","Plissken limps forward, circling.",3.0
fic_1981_16144.txt-2608-4,mag_1851_555737.txt-428-2,circle_vb,2,1,"Plissken limps forward, circling.","Scalping parties circled round them, and carried the torch and tomahawk far down the eastern slope of the Alleghanies. """,3.0
fic_1981_16144.txt-2608-4,mag_1996_65462.txt-59-18,circle_vb,2,2,"Plissken limps forward, circling.","Under the lights that bathed the winner's ring at Nad Al Sheba, as a weary Cigar circled nearby and thousands of Arabs delivered a standing ovation, the crown prince of Dubai and the creator of the cup, His Highness Sheikh Mohammed bin Rashid al-Maktoum, swept across the circle in his flowing white robe and red-and-white headdress and reached out his",3.0
fic_1981_23957.txt-265-13,fic_1996_41840.txt-483-12,bit_nn,2,2,"Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.","It is so beautiful, you can't imagine-it is the last bit of primeval forest in Europe, the trees have never been cut.",3.0
fic_1996_54468.txt-56-12,fic_1981_23957.txt-265-13,bit_nn,2,2,"That was it, she decided, closing her fingers around the bit of metal.","Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",3.0
fic_1981_23957.txt-265-13,fic_1997_54798.txt-10-0,bit_nn,2,2,"Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",Bits of fur were embedded in the grille.,2.0
fic_1981_23957.txt-265-13,fic_2000_29915.txt-310-12,bit_nn,2,2,"Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.","I'll deal with this, Jude, and give Sinead a bit of a goose for you.",3.0
fic_2002_46652.txt-332-18,fic_1981_23957.txt-265-13,bit_nn,2,2,"To which Sir Bradwen added, "" I 'm not sure I understood everything you said, the bit about the magic pool especially, but it sounded very bad.","Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",1.0
fic_1981_23957.txt-265-13,fic_2007_34005.txt-150-3,bit_nn,2,2,"Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.","This was a bit of a problem, considering that getting a perfect score on the LSAT seemed easier.",3.0
news_1981_671055.txt-80-3,fic_1981_23957.txt-265-13,bit_nn,2,2,"Just a little bit of selfishness, "" the coach said. ""","Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",3.0
nf_1834_747621.txt-365-4,fic_1981_23957.txt-265-13,bit_nn,1,2,"// /z/ Get a bit of wood, or half of a tobacco-pipe, hold it between the two fore-fingers of each hand, and, without letting it go, after a little practice, you may leap over it, forward and backward without difficulty: when perfect in this, you may place the tops of the two middle fingers together, and leap over them both ways, without either separating or touching them with the feet.","Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",3.0
